id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
2118	only	Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.	Oh, we only take care of mail. For parcels, you can go to the next window.	Oh, we take care of mail. For parcels, you can go to the next window.	Thanks! ... Hello, I have a parcel to deliver.	-48.7154598236084	-53.38694190979004	-2.029810825983683	-2.3211713873821758	24	23	-30.648791313171387	-29.994020462036133	-1.9155494570732117	-1.8746262788772583	16	16	-140.53593063354492	-144.55644512176514	-2.0667048622580135	-2.157558882414405	68	67	True
2183	only	Daniel, here is some money for the tickets.__eou__OK, it's my pleasure. How many tickets?__eou__Oh, like a gentleman. Two tickets for two people.	But I am only half a person as you and they charge both of us the same price tickets.	But I am half a person as you and they charge both of us the same price tickets.	They may unless we get a half-price ticket for you.	-79.00475311279297	-75.52989959716797	-3.2918647130330405	-3.283908678137738	24	23	-41.88719844818115	-42.3413610458374	-2.617949903011322	-2.6463350653648376	16	16	-248.09941005706787	-245.09800624847412	-2.918816588906681	-2.91783340771993	85	84	True
2232	only	I'm here to conduct the annual census of foreigners living in Beijing. This is my service ID card.__eou__OK. What do you want to know?	We only need to verify your information against our records.	We need to verify your information against our records.	OK.	-30.703285217285156	-24.920814514160156	-2.046885681152344	-1.7800581795828683	15	14	-2.7750816345214844	-2.881565570831299	-0.46251360575358075	-0.4802609284718831	6	6	-133.7458209991455	-128.07203149795532	-2.2668783220194153	-2.208138474102678	59	58	True
2264	only	Welcome back racing fans! My name is Rick Fields and, as always, I am joined by my partner in crime, Bob Copeland.	We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with only four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!	We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!	He came in too fast, jammed on the breaks and spun out. We have a yellow flag and the pace car is making its way onto the track.	-156.4474868774414	-153.8136215209961	-2.444491982460022	-2.4414860558888267	64	63	-64.5197925567627	-64.56823444366455	-1.792216459910075	-1.793562067879571	36	36	-310.6453619003296	-308.13304328918457	-2.3533739537903755	-2.352160635795302	132	131	True
2283	only	They must have got in through the kitchen window.	If only we'd remember to close it.	If we'd remember to close it.	I am afraid your diamond bracelet has gone, darling!	-26.339374542236328	-27.076190948486328	-2.026105734018179	-2.256349245707194	13	12	-48.481849670410156	-49.79143524169922	-3.232123311360677	-3.3194290161132813	15	15	-120.46439933776855	-122.52837944030762	-2.8681999842325845	-2.988497059519698	42	41	True
2289	only	I’m sorry, dad. But you can’t do that. It’s for me to decide.	Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re only 19.	Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re 19.	I didn’t say I’d already decided, dad. I said it was for me to decide. There is a difference.	-64.60021018981934	-64.64708518981934	-2.083877748058688	-2.1549028396606444	31	30	-35.22233581542969	-34.8828125	-1.214563303980334	-1.2028556034482758	29	29	-168.36218452453613	-168.06074714660645	-2.004311720530192	-2.0248282788747765	84	83	True
2333	only	Good morning. Do I need an appointment?	No, ma'am, there's only one person ahead of you. You won't have to wait long.	No, ma'am, there's one person ahead of you. You won't have to wait long.	Thank you.	-30.31123924255371	-34.27720069885254	-1.1658168939443736	-1.3710880279541016	26	25	-3.111082077026367	-3.021615982055664	-0.44444029671805246	-0.431659426007952	7	7	-77.18098831176758	-81.0574836730957	-1.6778475719949473	-1.8012774149576822	46	45	True
2402	only	Then I'll have to borrow it.	Sure you can. But I'm only gonna keep it for a month.	Sure you can. But I'm gonna keep it for a month.	Why? It's in mint condition!	-36.35422134399414	-33.35885810852051	-1.9133800707365338	-1.853269894917806	19	18	-23.881430625915527	-23.323433876037598	-1.990119218826294	-1.9436194896697998	12	12	-105.61199283599854	-102.0503339767456	-2.4560928566511286	-2.429769856589181	43	42	True
2405	only	So the apartment comes unfurnished?__eou__This one is. I have another one that's furnished, but I'm not sure you'll like the furniture.__eou__We have tons of furniture. What we need are air conditioners.	This building is only four years old. It was built with central air.	This building is four years old. It was built with central air.	Just like in the States! That's perfect!	-25.244699001312256	-25.477216243743896	-1.3286683684901188	-1.4154009024302165	19	18	-26.06619882583618	-26.682233810424805	-1.8618713447025843	-1.9058738436017717	14	14	-182.3119707107544	-183.15930223464966	-2.0484491091095998	-2.081355707211928	89	88	True
2454	only	You want to go get a facial with me today?	Dude, what are you talking about? Only girls do that.	Dude, what are you talking about? Girls do that.	Not at all, guys also get facials, manicures and pedicures. There is nothing wrong with looking after your skin and looking good.	-29.19111442565918	-28.751684188842773	-1.7171243779799517	-1.7969802618026733	17	16	-61.66362762451172	-63.174002170562744	-1.8136361066032858	-1.8580588873694925	34	34	-140.42428588867188	-141.4688401222229	-2.1276406952829072	-2.1764436941880447	66	65	True
2464	only	I am really interested in buying this television.__eou__That's so great!__eou__How much are you selling it for?	This t. v is only $ 2500.	This t. v is $ 2500.	You can't be serious.	-34.816550731658936	-32.594871044158936	-2.3211033821105955	-2.328205074582781	15	14	-10.968225479125977	-11.527156829833984	-1.0968225479125977	-1.1527156829833984	10	10	-125.0578932762146	-123.40491056442261	-2.119625309766349	-2.12767087180039	59	58	True
2470	only	Hi, I would like to purchase a one way ticket to Brussels, please.__eou__Certainly sir, this is our train schedule. We have an express train departing every morning and an overnight train that departs at nine pm.__eou__How long does it take to get there?	About twelve hours. We currently have tickets available only for first class on the express train. If you’d like, you can choose a sleeper on the overnight train which is a bit less expensive.	About twelve hours. We currently have tickets available for first class on the express train. If you’d like, you can choose a sleeper on the overnight train which is a bit less expensive.	Yeah, I think that is the best option. Do you serve food on the train? Twelve hours is such a long time!	-70.16765022277832	-67.65306282043457	-1.6318058191343796	-1.6107872100103469	43	42	-62.57097244262695	-62.96122074127197	-2.0856990814208984	-2.098707358042399	30	30	-258.406321644783	-256.2318421602249	-1.8725095771361089	-1.870305417227919	138	137	True
2504	only	Those are the headlines for today, and now for the international weather report with Mike Sanderson.__eou__Thank you, Bob! This past week has been the beginning of Armageddon for many, a series of unprecedented meteorological events occurred around the world. In Switzerland, a major avalanche was reported in the Alps. Fortunately, no one was injured. Due to to the extreme cold this winter, a blizzard has struck the US Midwest, causing classes in schools and universities to be temporarily canceled.	Moving to to Latin American, Ecuador has suffered a six month drought that has not only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Moving to to Latin American, Ecuador has suffered a six month drought that has not affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Not a great week for the world! Any good news?	-171.604407787323	-181.60133934020996	-2.04290961651575	-2.1879679438579513	84	83	-38.1490044593811	-38.10474395751953	-2.384312778711319	-2.3815464973449707	16	16	-496.2232856750488	-506.1759567260742	-2.4088509013351884	-2.4691510084198742	206	205	True
2578	only	Does the material stand washing?	Sure.This material is not only washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Sure.This material is not washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Is it drip-dry?	-75.3060302734375	-84.35282897949219	-2.6895010811941966	-3.1241788510923034	28	27	-16.682167053222656	-16.915714263916016	-1.6682167053222656	-1.6915714263916015	10	10	-148.95780181884766	-158.2381477355957	-3.1032875378926597	-3.3667691007573555	48	47	True
2621	only	This website offers very convenient air tickets booking service. It is quick and accurate.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction only takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	So it has attracted more and more customers these days.	-192.35064697265625	-193.70389938354492	-2.262948787913603	-2.3059988021850586	85	84	-28.3519229888916	-28.217110633850098	-1.89012819925944	-1.8811407089233398	15	15	-298.5126438140869	-299.84308338165283	-2.487605365117391	-2.5196897763164103	120	119	True
2627	only	May I have a look at that vase, please?	Of course. It's the best one I have here---and it's only 300 yuan.	Of course. It's the best one I have here---and it's 300 yuan.	Oh, it's really nice, but to tell the truth, that's far too expensive.	-50.085580825805664	-52.145639419555664	-2.086899201075236	-2.2672017138937246	24	23	-34.63826847076416	-34.23227405548096	-1.50601167264192	-1.4883597415426504	23	23	-133.6373052597046	-135.2908811569214	-2.15544040741459	-2.217883297654449	62	61	True
2678	only	Did you like the Chanel bag that I got?__eou__You must have a rich boyfriend because that bag is so expensive!	I bought it on eBay. It was only one-tenth of the original price. And the purchase was so easy.	I bought it on eBay. It was one-tenth of the original price. And the purchase was so easy.	No kidding! Then how do you know the bag's real?	-50.9665641784668	-48.99718761444092	-1.8202344349452428	-1.8147106523867007	28	27	-31.546249389648438	-31.77682876586914	-1.8556617288028492	-1.8692252215217142	17	17	-170.1870994567871	-168.45613765716553	-2.239303940220883	-2.246081835428874	76	75	True
