id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
796	not	Long Distance. May I help you?__eou__Yes. I'd like to place an overseas call to London. Can I dial direct?	No, sir. I'm afraid not.	No, sir. I'm afraid.	Oh, I see. How about the charges?	-68.06893920898438	-78.32878112792969	-4.862067086356027	-6.025290855994592	14	13	-37.360055923461914	-37.895039439201355	-2.490670394897461	-2.5263359626134236	15	15	-257.26671493053436	-268.08160185813904	-3.8979805292505207	-4.124332336279062	66	65	True	False
798	not	Is there anything I can dor you?__eou__Yes. I am looking for a restaurant with a cheerful atmosphere.	Why not go the youth restaurant? You will have a happy lunch there.	Why go the youth restaurant? You will have a happy lunch there.	Well, thanks for your help.	-123.0094985961914	-130.6516876220703	-6.150474929809571	-6.876404611687911	20	19	-38.797794818878174	-36.52948069572449	-3.2331495682398477	-3.044123391310374	12	12	-347.72233521938324	-352.97756719589233	-5.433161487802863	-5.602818526918926	64	63	True	False
809	not	Wow, Amy, look at that number.__eou__What's so great about it?__eou__What do you mean? It's a scrim.	Not to me, I wouldn't be caught dead in that.	To me, I wouldn't be caught dead in that.	I love that kind of stuff.	-94.46472644805908	-97.12228107452393	-5.248040358225505	-5.713075357324937	18	17	-25.93453574180603	-23.92887592315674	-2.161211311817169	-1.9940729935963948	12	12	-337.86733090877533	-338.4900003671646	-4.692601818177435	-4.767464793903727	72	71	True	False
818	not	Excuse me. Can I get a refund of my ticket? I have to cancel my trip because I have something emergent to deal with.__eou__Which train is the ticket for?__eou__It is Train No. 249. It will depart in four hours.	It is not too late. Pass your ticket to me, please.	It is too late. Pass your ticket to me, please.	How much is the cancellation fee?	-95.07953333854675	-95.04002070426941	-5.004185965186672	-5.280001150237189	19	18	-22.43048107624054	-23.501314282417297	-1.8692067563533783	-1.958442856868108	12	12	-381.61587738990784	-382.64719796180725	-3.894039565203141	-3.9448164738330647	98	97	True	False
861	not	What would you like to order, sir?__eou__I'd like to try some Chinese food.	We serve different styles of Chinese food here. But I'm not sure which one do you prefer.	We serve different styles of Chinese food here. But I'm sure which one do you prefer.	I have no idea. Could you recommend some to me?	-114.81180953979492	-121.92625045776367	-4.592472381591797	-5.080260435740153	25	24	-46.392284989356995	-44.77109241485596	-2.7289579405504116	-2.633593671462115	17	17	-273.5360096693039	-279.063529253006	-3.852619854497238	-3.986621846471514	71	70	True	False
865	not	Do you take vitamin pills regularly?__eou__No, I don't, do you?	Yes. Maybe you should do it too. You may not get enough vitamins from your food, you know.	Yes. Maybe you should do it too. You may get enough vitamins from your food, you know.	But, I don't believe in taking pills to get enough vitamins.	-114.78804779052734	-123.67367553710938	-4.251409177426939	-4.756679828350361	27	26	-47.63492715358734	-46.58017563819885	-2.507101429136176	-2.45158819148415	19	19	-291.8128138780594	-299.5836582183838	-3.9974358065487587	-4.160884141921997	73	72	True	False
887	not	You look so excited. What happened?	You are not going to believe this. Do you remember the dress we saw at Mayors that was so beautiful and expensive? I got it today at half price.	You are going to believe this. Do you remember the dress we saw at Mayors that was so beautiful and expensive? I got it today at half price.	So they have started the year end sale earlier this year.	-190.43963599205017	-196.18670630455017	-5.0115693682118465	-5.302343413636491	38	37	-74.73803949356079	-73.31714129447937	-4.396355264327106	-4.312773017322316	17	17	-339.860657453537	-344.3403482437134	-4.9255167746889414	-5.063828650642844	69	68	True	False
894	not	Do you see that small white car over there? It’s Tom’s new car.__eou__Oh, my God. It’s beautiful. But it looks expensive.__eou__It is very expensive. Tom’s father paid for it.	I want to have a car like that. But I am not rich. And I don’t have a rich daddy.	I want to have a car like that. But I am rich. And I don’t have a rich daddy.	They are By new models now, they are not very expensive. Maybe you should look for one.	-83.74402046203613	-94.19417762756348	-2.8877248435184875	-3.364077772412981	29	28	-85.91078221797943	-83.61235070228577	-3.4364312887191772	-3.3444940280914306	25	25	-416.6547666788101	-424.85715913772583	-3.68721032459124	-3.7933674923011234	113	112	True	False
901	not	Sir, here is your curried beef.	Well. I am afraid you have made a mistake. It's not the dish I ordered.	Well. I am afraid you have made a mistake. It's the dish I ordered.	Let me see, I am sorry. It's for table 11.	-105.28849029541016	-112.64282989501953	-4.387020428975423	-4.897514343261719	24	23	-77.55400168895721	-70.6074310541153	-3.8777000844478606	-3.530371552705765	20	20	-272.7152065038681	-273.1389056444168	-4.622291635658781	-4.709291476627876	59	58	True	False
903	not	How do you like you dishes today?	Not so delicious as before, but it's fine. The soup is tasty but the meat is a little tough.	So delicious as before, but it's fine. The soup is tasty but the meat is a little tough.	I am sorry for that. We will improve the dishes next time.	-131.96181678771973	-158.4006748199463	-4.712922028132847	-5.86669165999801	28	27	-59.12605011463165	-53.485390186309814	-3.1118973744542977	-2.815020536121569	19	19	-272.6080309152603	-293.38690757751465	-4.4689841133649235	-4.889781792958577	61	60	True	False
934	not	You are an early bird, Tom. What do you do in the morning then?	Exercise. The morning hours are the most precious period within a single day. We should not pass them up easily. Seize the time and do something useful.	Exercise. The morning hours are the most precious period within a single day. We should pass them up easily. Seize the time and do something useful.	So, you choose to spend it on bodybuilding. Where do you exercise?	-193.18461799621582	-204.28279304504395	-5.221205891789617	-5.674522029028998	37	36	-74.45374035835266	-74.100989818573	-3.545416207540603	-3.52861856278919	21	21	-369.6425132751465	-380.37231278419495	-4.563487818211685	-4.754653909802437	81	80	True	False
939	not	How about going swimming?__eou__OK. Where should we go?	Why don't we go down to the pool? It's not too far from here.	Why don't we go down to the pool? It's too far from here.	Fine. I'll be ready in a minute.	-74.84097194671631	-88.61820125579834	-3.253955302031144	-4.028100057081743	23	22	-35.25421333312988	-39.14654231071472	-2.3502808888753255	-2.6097694873809814	15	15	-251.87057411670685	-269.54115188121796	-4.129025805191915	-4.4923525313536325	61	60	True	False
949	not	What can I do for you?__eou__Do you have any blue shirts?__eou__Yes. What's your size?	I'm not familiar with American size.	I'm familiar with American size.	All right. Let me see. I think you'd wear a size 8. This shirt is size 8.	-78.87185287475586	-75.68769073486328	-6.067065605750451	-6.3073075612386065	13	12	-80.53154277801514	-84.97259640693665	-2.7769497509660392	-2.930089531273677	29	29	-330.3031233549118	-331.5347533226013	-4.181052194365972	-4.250445555417966	79	78	True	False
959	not	Excuse me, which way is to the post office?	The post office? Sorry, I'm not sure.	The post office? Sorry, I'm sure.	Well, thanks anyway.	-78.96844232082367	-97.59911859035492	-4.935527645051479	-6.506607906023661	16	15	-22.104418396949768	-20.208667159080505	-2.210441839694977	-2.0208667159080504	10	10	-178.1158640384674	-194.8743486404419	-4.048087819056078	-4.531961596289347	44	43	True	False
969	not	Do you think I should join the basketball team, Mary?	Why not? If I were you, I certainly would.	Why? If I were you, I certainly would.	But I'm afraid it'll take up too much of my time.	-104.79495239257812	-109.98755264282227	-6.164408964269302	-6.874222040176392	17	16	-34.62458276748657	-38.8780255317688	-1.8223464614466618	-2.0462118700930945	19	19	-230.4010829925537	-239.7711067199707	-4.266686722084328	-4.523983145659825	54	53	True	False
987	not	Where do these flower vases come from?__eou__They are made a town nearby. The flower vases are made of porcelain and covered with tiny bamboo sticks.__eou__Are they breakable?	No. They are not only ornamental, but also useful.	No. They are only ornamental, but also useful.	No wonder it's so expensive.	-75.68078851699829	-88.4720025062561	-4.204488250944349	-5.204235441544476	18	17	-37.9163213968277	-38.27429234981537	-3.1596934497356415	-3.189524362484614	12	12	-373.5621883869171	-386.67316150665283	-4.555636443742892	-4.773742734650035	82	81	True	False
995	not	Are you being served, sir?	No, not yet. I just want a haircut.	No, yet. I just want a haircut.	Will you sit here, please? How would you like it cut?	-95.60015726089478	-103.7196946144104	-5.9750098288059235	-6.91464630762736	16	15	-47.58165109157562	-47.14859402179718	-2.504297425872401	-2.481504948515641	19	19	-213.22146952152252	-220.86931455135345	-4.442113948365052	-4.699347118113903	48	47	True	False
1000	not	How can I help you?	Yes, I would like to look at some of your products. I think what I am using now does not fit me well.	Yes, I would like to look at some of your products. I think what I am using now does fit me well.	We have a full range of products from cosmetics to skin cleansers.	-140.99842953681946	-149.33805584907532	-4.548336436671596	-4.977935194969177	31	30	-67.3590931892395	-65.84211671352386	-3.5452154310126054	-3.465374563869677	19	19	-262.8597985506058	-269.60902869701385	-4.239674170171061	-4.419820142573998	62	61	True	False
1010	not	In 1986, a New Zealander Hackett popularized Bungee as a commercialized sport of mass entertainment. This sport is very challenging. It is a test of people's psychological ability of endurance. Especially when descending, as if they are watching a fast forward tape and when they bounce back, they sway around. The timid people will shrink back at the sight of it. Even if they jump off, they find it hard to avoid screaming with closed eyes. No wonder people give the title' brave' to anyone who jumps off.	You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth. The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.	You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth. The wind roars at their ears and their bodies rapidly descend. They do even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.	Entrusting life to the care of a rope indeed requires infinite courage.	-318.41241669654846	-327.48378586769104	-3.577667603332005	-3.7214066575873983	89	88	-70.14046502113342	-70.0226137638092	-3.691603422164917	-3.6854007244110107	19	19	-843.6224598884583	-852.5390095710754	-3.732842742869284	-3.7890622647603354	226	225	True	False
1015	not	How can I help you?__eou__Yes, I would like to look at some of your products.__eou__Did you have anything specific in mind?	Well, to be honest, I mostly use Sarah Winter products now. But I'm not happy with them. So I would like to change companies.	Well, to be honest, I mostly use Sarah Winter products now. But I'm happy with them. So I would like to change companies.	Well, you made a good choice. Coming to us, I mean. We have a full range of products from cosmetics to skin cleansers and moisturizers.	-166.97582244873047	-173.12056350708008	-4.770737784249442	-5.091781279620002	35	34	-93.52171242237091	-96.67389178276062	-2.527613849253268	-2.6128078860205575	37	37	-447.60391068458557	-456.914159655571	-3.8922079189963963	-4.008018944347114	115	114	True	False
1016	not	Are you interested in mountaineering?	Yes, in some sense. I should say I like mountain climbing, you know, because I'm not so professional. How about you	Yes, in some sense. I should say I like mountain climbing, you know, because I'm so professional. How about you	I'm the same with you, an amateur mountain climber. I went climbing in the Rocky Mountains with my friends last summer vacation. We spent two days in the mountains.	-173.06549549102783	-177.9283800125122	-5.40829673409462	-5.739625161693942	32	31	-119.36067187786102	-101.16011893749237	-2.9840167969465257	-2.529002973437309	40	40	-360.3219026327133	-346.9552730321884	-4.189789565496667	-4.081826741555158	86	85	True	False
1023	not	Waiter!__eou__I'll be with you in a second. Uh ... Yes, ma'am?	This is not what I asked for. I'm afraid.	This is what I asked for. I'm afraid.	Oh, I'm so sorry. May I ask what you ordered again?	-88.04757690429688	-90.7179183959961	-5.179269229664522	-5.669869899749756	17	16	-39.84554946422577	-37.11843967437744	-1.9922774732112885	-1.855921983718872	20	20	-291.9291557073593	-291.82154512405396	-4.357151577721781	-4.421538562485666	67	66	True	False
