model,model_group,source_path,id,word,context,w_word,wo_word,followup,removal_log_prob_delta_per_token,removal_upper_iqr_outlier,include_context,log_prob_w_word,log_prob_wo_word,log_prob_w_word_per_token,log_prob_wo_word_per_token,w_word_token_count,wo_word_token_count,log_prob_followup_with,log_prob_followup_without,log_prob_followup_with_per_token,log_prob_followup_without_per_token,followup_token_count_with,followup_token_count_without,log_prob_full_with,log_prob_full_without,log_prob_full_with_per_token,log_prob_full_without_per_token,full_token_count_with,full_token_count_without,observer_mode
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1888,only,Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK.It' s delightful to have a walk in the park with the air so fresh.,"( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, only you and me!","( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, you and me!",Don't you see many people over there? Just on your left.,0.08360947795297902,False,True,-63.5556755065918,-63.8618278503418,-2.1185225168863933,-2.2021319948393723,30,29,-42.83050346374512,-43.7131404876709,-2.3794724146525064,-2.4285078048706055,18,18,-253.0524034500122,-254.24369525909424,-2.4568194509709924,-2.492585247638179,103,102,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1891,only,"I work so hard that I do not have the energy to exercise.__eou__That is just an excuse. You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.","Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will only store fat if you miss meals.","Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will store fat if you miss meals.","I know you're right, but what can I do?",-0.03671166793159797,False,True,-123.55850219726562,-119.22042274475098,-2.686054395592731,-2.649342727661133,46,45,-17.77003288269043,-17.83961296081543,-1.1106270551681519,-1.1149758100509644,16,16,-285.3085832595825,-281.07011890411377,-2.1779281164853628,-2.162077837723952,131,130,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1895,only,Hello. This is the Stewart Resident.__eou__Hello. Is Mr. Stewart there?__eou__This is Mr. Stewart. Who’s this?,"I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, only $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.","I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.",I’m sorry. I’m not interested in it.,0.0558173504410957,False,True,-96.45170450210571,-97.16253519058228,-1.968402132696035,-2.0242194831371307,49,48,-15.85319709777832,-15.584400653839111,-1.0568798065185547,-1.038960043589274,15,15,-195.14461851119995,-195.62434196472168,-1.913182534423529,-1.9368746729180364,102,101,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1938,only,"What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?",No. Only a few pounds. But my passport was in the bag. That’what I’m really worry about.,No. A few pounds. But my passport was in the bag. That’what I’m really worry about.,You must tell the embassy about it. And I think they’ll issue you with a new one.,0.17669488229448826,False,True,-51.21682906150818,-54.15841841697693,-1.829172466482435,-2.005867348776923,28,27,-37.82160949707031,-37.98096466064453,-1.575900395711263,-1.5825401941935222,24,24,-189.89388847351074,-193.01662254333496,-1.843629985179716,-1.892319828856225,103,102,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1967,only,They must have got in through the kitchen window.,If only we'd remember to close it.,If we'd remember to close it.,"I am afraid your diamond bracelet has gone, darling!",0.2302435116890149,False,True,-26.339374542236328,-27.076190948486328,-2.026105734018179,-2.256349245707194,13,12,-48.481849670410156,-49.79143524169922,-3.232123311360677,-3.3194290161132813,15,15,-120.46439933776855,-122.52837944030762,-2.8681999842325845,-2.988497059519698,42,41,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,1997,only,"Excuse me, please.Could you tell me how to get to the No. 10 Middle School?__eou__Walk down this road, take the fourth turn to the right.Then you'll see it.__eou__Is it far from here to there?",No. It's only about five minutes' walk.,No. It's about five minutes' walk.,Many thanks!,-0.02594369252522788,False,True,-10.492986679077148,-9.430242538452148,-0.6995324452718099,-0.673588752746582,15,14,-9.084970474243164,-9.095781326293945,-1.2978529248918806,-1.2993973323277064,7,7,-144.16204166412354,-143.18560886383057,-1.758073678830775,-1.7677235662201305,82,81,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2005,only,"Michael, it is time to wake up.__eou__Huh?","Yes, it is time to wake up. And, also, from now on I will speak only English to you. And you should speak only English to me, too.","Yes, it is time to wake up. And, also, from now on I will speak English to you. And you should speak English to me, too.","Okay, mom.",0.02631206538887043,False,True,-67.41637563705444,-64.9326720237732,-1.7286250163347294,-1.7549370817235999,39,37,-11.547297954559326,-11.646069049835205,-1.4434122443199158,-1.4557586312294006,8,8,-131.27947235107422,-128.92077922821045,-1.9593951097175257,-1.98339660351093,67,65,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2032,only,You should not have criticize your son in front of his friends.__eou__Why? He did something wrong.__eou__I know. But at that time your blame is rubbing salt into his wounds.,I only wanted to help him.,I wanted to help him.,But it is not the right time.,0.015703357349742486,False,True,-15.09333610534668,-13.87824821472168,-1.3721214641224255,-1.387824821472168,11,10,-13.546719551086426,-13.743216514587402,-1.128893295923869,-1.1452680428822835,12,12,-151.35974597930908,-150.33859157562256,-2.1318274081592827,-2.1476941653660364,71,70,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2038,only,"Dad, can you buy a new camera? My old one has gone west.",What? I gave it to you only 3 months ago.,What? I gave it to you 3 months ago.,"So, you didn’t buy a good one for me. This time how about a better one?",0.05162075687857226,False,True,-25.683210372924805,-24.99836540222168,-1.5107770807602827,-1.562397837638855,17,16,-46.407301902770996,-47.32750701904297,-1.9336375792821248,-1.9719794591267903,24,24,-140.7876386642456,-141.0126075744629,-2.307994076463043,-2.350210126241048,61,60,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2067,only,"Paul, you were also a parent of young kids before. So, can you tell me what you did when your kids didn’t behave very well?",I know Mark is your only child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.,I know Mark is your child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.,"I do it, too. You know, sometimes when we eat, my child would pull a dish towards him and grab it with his hands and eat. And if it were something he doesn’t like, he would spit it out and throw it into other dishes. He does it very often. I really get mad. I can’t help spank him sometimes.",0.02223449403589406,False,True,-98.1635513305664,-95.9004020690918,-2.9746530706232246,-2.9968875646591187,33,32,-168.46090698242188,-169.65780639648438,-2.1878039867847,-2.2033481350192776,77,77,-374.2718505859375,-373.26025390625,-2.599110073513455,-2.610211565777972,144,143,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2102,only,"Daniel, have you finished your homework?","Not yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on only once a week.","Not yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on once a week.","Daniel, as a matter of fact, TV is bad for your health.",0.1789450145536855,False,True,-85.07986068725586,-87.96841049194336,-2.6587456464767456,-2.837690661030431,32,31,-29.424644470214844,-28.985715866088867,-1.5486654984323602,-1.5255639929520457,19,19,-158.44374465942383,-160.88291549682617,-2.514980073959108,-2.594885733819777,63,62,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2118,only,"Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.","Oh, we only take care of mail. For parcels, you can go to the next window.","Oh, we take care of mail. For parcels, you can go to the next window.","Thanks! ... Hello, I have a parcel to deliver.",0.29136056139849265,False,True,-48.7154598236084,-53.38694190979004,-2.029810825983683,-2.3211713873821758,24,23,-30.648791313171387,-29.994020462036133,-1.9155494570732117,-1.8746262788772583,16,16,-140.53593063354492,-144.55644512176514,-2.0667048622580135,-2.157558882414405,68,67,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2183,only,"Daniel, here is some money for the tickets.__eou__OK, it's my pleasure. How many tickets?__eou__Oh, like a gentleman. Two tickets for two people.",But I am only half a person as you and they charge both of us the same price tickets.,But I am half a person as you and they charge both of us the same price tickets.,They may unless we get a half-price ticket for you.,-0.007956034895302722,False,True,-79.00475311279297,-75.52989959716797,-3.2918647130330405,-3.283908678137738,24,23,-41.88719844818115,-42.3413610458374,-2.617949903011322,-2.6463350653648376,16,16,-248.09941005706787,-245.09800624847412,-2.918816588906681,-2.91783340771993,85,84,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2232,only,I'm here to conduct the annual census of foreigners living in Beijing. This is my service ID card.__eou__OK. What do you want to know?,We only need to verify your information against our records.,We need to verify your information against our records.,OK.,-0.26682750156947566,False,True,-30.703285217285156,-24.920814514160156,-2.046885681152344,-1.7800581795828683,15,14,-2.7750816345214844,-2.881565570831299,-0.46251360575358075,-0.4802609284718831,6,6,-133.7458209991455,-128.07203149795532,-2.2668783220194153,-2.208138474102678,59,58,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2264,only,"Welcome back racing fans! My name is Rick Fields and, as always, I am joined by my partner in crime, Bob Copeland.","We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with only four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!","We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!","He came in too fast, jammed on the breaks and spun out. We have a yellow flag and the pace car is making its way onto the track.",-0.00300592657119525,False,True,-156.4474868774414,-153.8136215209961,-2.444491982460022,-2.4414860558888267,64,63,-64.5197925567627,-64.56823444366455,-1.792216459910075,-1.793562067879571,36,36,-310.6453619003296,-308.13304328918457,-2.3533739537903755,-2.352160635795302,132,131,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2283,only,They must have got in through the kitchen window.,If only we'd remember to close it.,If we'd remember to close it.,"I am afraid your diamond bracelet has gone, darling!",0.2302435116890149,False,True,-26.339374542236328,-27.076190948486328,-2.026105734018179,-2.256349245707194,13,12,-48.481849670410156,-49.79143524169922,-3.232123311360677,-3.3194290161132813,15,15,-120.46439933776855,-122.52837944030762,-2.8681999842325845,-2.988497059519698,42,41,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,2289,only,"I’m sorry, dad. But you can’t do that. It’s for me to decide.","Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re only 19.","Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re 19.","I didn’t say I’d already decided, dad. I said it was for me to decide. There is a difference.",0.07102509160195636,False,True,-64.60021018981934,-64.64708518981934,-2.083877748058688,-2.1549028396606444,31,30,-35.22233581542969,-34.8828125,-1.214563303980334,-1.2028556034482758,29,29,-168.36218452453613,-168.06074714660645,-2.004311720530192,-2.0248282788747765,84,83,
